SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,24,027,Maryland,Howard County,3,334529,164677,169852,18296,9438,8858,42116,21513,20603,20063,10299,9764,26383,13554,12829,264121,128566,135555,254054,123427,130627,129888,64525,65363,88481,43296,45185,90004,44240,45764,49186,22337,26849,18296,9438,8858,22593,11544,11049,24562,12593,11969,22743,11661,11082,18664,9568,9096,18915,9687,9228,20716,10124,10592,24217,11528,12689,24633,11957,12676,22846,11162,11684,23286,11365,11921,23284,11450,11834,20588,10263,10325,16232,7759,8473,13587,6370,7217,9281,4122,5159,5373,2291,3082,4713,1795,2918,39.3,38.5,40.1
050,24,029,Maryland,Kent County,1,19198,9250,9948,772,409,363,1502,721,781,718,385,333,2236,1049,1187,16562,7931,8631,16206,7735,8471,6545,3266,3279,3774,1924,1850,5096,2445,2651,5100,2317,2783,772,409,363,792,390,402,893,423,470,1390,671,719,1381,671,710,966,515,451,1032,504,528,944,482,462,832,423,409,922,474,448,1105,517,588,1479,734,745,1590,720,870,1449,670,779,1361,646,715,1071,501,570,603,279,324,616,221,395,48.4,46.5,50.1
050,24,029,Maryland,Kent County,2,19142,9214,9928,768,411,357,1486,711,775,715,378,337,2223,1043,1180,16531,7910,8621,16173,7714,8459,6531,3256,3275,3772,1923,1849,5058,2428,2630,5120,2320,2800,768,411,357,790,387,403,875,412,463,1379,662,717,1380,671,709,963,514,449,1021,498,523,951,484,467,837,427,410,908,464,444,1103,520,583,1463,726,737,1584,718,866,1455,671,784,1369,646,723,1072,502,570,612,281,331,612,220,392,48.5,46.6,50.2
050,24,029,Maryland,Kent County,3,19270,9274,9996,792,427,365,1478,729,749,721,376,345,2207,1019,1188,16647,7941,8706,16279,7742,8537,6648,3309,3339,3905,2004,1901,4969,2396,2573,5198,2323,2875,792,427,365,796,403,393,867,416,451,1354,642,712,1389,663,726,975,524,451,1029,520,509,1011,509,502,890,451,439,863,435,428,1093,532,561,1404,684,720,1609,745,864,1487,675,812,1419,660,759,1058,490,568,641,287,354,593,211,382,48.3,46.0,50.2
050,24,031,Maryland,Montgomery County,1,1062061,517065,544996,63827,32469,31358,125791,65172,60619,57777,29361,28416,81409,40856,40553,843464,404639,438825,814666,390063,424603,402898,199338,203560,278190,136553,141637,286017,138422,147595,169050,74232,94818,63827,32469,31358,68043,35199,32844,72226,37405,34821,66430,33777,32653,58278,29008,29270,61822,30766,31056,68518,33490,35028,74988,36753,38235,72862,35544,37318,71951,35048,36903,73209,35301,37908,73817,35524,38293,67040,32549,34491,54879,25569,29310,42959,19691,23268,29633,12980,16653,19244,8083,11161,22335,7909,14426,39.8,38.6,40.9
050,24,031,Maryland,Montgomery County,2,1061243,516675,544568,63405,32241,31164,125352,64912,60440,57825,29435,28390,81134,40689,40445,843502,404689,438813,814661,390087,424574,402089,198963,203126,277628,136304,141324,285700,138307,147393,170199,74787,95412,63405,32241,31164,67863,35072,32791,71987,37305,34682,66301,33743,32558,58160,28916,29244,61741,30721,31020,68071,33289,34782,74750,36620,38130,73066,35674,37392,71675,34908,36767,73252,35372,37880,73644,35436,38208,67129,32591,34538,55200,25746,29454,43376,19868,23508,29861,13089,16772,19419,8155,11264,22343,7929,14414,39.9,38.7,41.0
050,24,031,Maryland,Montgomery County,3,1054827,513422,541405,60861,31040,29821,122670,63328,59342,57756,29622,28134,81072,40661,40411,842398,404133,438265,813540,389432,424108,399224,197650,201574,274884,134892,139992,282547,136769,145778,175037,77110,97927,60861,31040,29821,66710,34305,32405,70448,36548,33900,66052,33810,32242,58288,28948,29340,61121,30297,30824,66524,32637,33887,73599,35999,37600,73640,35959,37681,69839,33976,35863,73124,35330,37794,72361,34836,37525,67223,32627,34596,56289,26426,29863,45286,20672,24614,30937,13612,17325,20205,8475,11730,22320,7925,14395,40.3,39.1,41.4
050,24,033,Maryland,Prince George's County,1,967201,467480,499721,62393,31795,30598,108410,55156,53254,45789,23173,22616,89971,45247,44724,773317,368907,404410,750609,357356,393253,393489,196772,196717,269427,134259,135168,257930,122117,135813,133281,55733,77548,62393,31795,30598,59468,30239,29229,60640,30824,29816,62384,31783,30601,61678,30730,30948,68598,33915,34683,69844,35023,34821,67221,33536,33685,63764,31785,31979,62619,30394,32225,66907,31737,35170,68299,31986,36313,60105,28000,32105,48019,21165,26854,37020,15793,21227,22684,9410,13274,13394,5388,8006,12164,3977,8187,37.9,36.4,39.3
050,24,033,Maryland,Prince George's County,2,965601,466709,498892,61757,31530,30227,107969,54917,53052,45843,23176,22667,89554,45020,44534,772696,368582,404114,750032,357086,392946,392419,196152,196267,268769,133895,134874,257532,122046,135486,134177,56125,78052,61757,31530,30227,59258,30122,29136,60458,30734,29724,62277,31681,30596,61373,30576,30797,68029,33606,34423,69793,35022,34771,66919,33374,33545,64028,31893,32135,62098,30160,31938,66785,31741,35044,68270,31985,36285,60379,28160,32219,48216,21272,26944,37428,15943,21485,22852,9476,13376,13537,5433,8104,12144,4001,8143,38.0,36.5,39.4
050,24,033,Maryland,Prince George's County,3,955306,461177,494129,59252,30227,29025,105570,53719,51851,46093,23369,22724,87721,44079,43642,766940,365247,401693,744391,353862,390529,385657,192487,193170,263781,131139,132642,254234,120724,133510,138655,57920,80735,59252,30227,29025,58155,29633,28522,59353,30186,29167,62034,31501,30533,59842,29847,29995,64980,31894,33086,68932,34747,34185,65516,32474,33042,64353,32024,32329,59458,29010,30448,66114,31564,34550,67377,31460,35917,61285,28690,32595,48867,21640,27227,39519,16754,22765,23688,9780,13908,14052,5613,8439,12529,4133,8396,38.5,36.9,39.9
050,24,035,Maryland,Queen Anne's County,1,49874,24918,24956,2546,1333,1213,5417,2770,2647,2735,1388,1347,3586,1872,1714,40566,20152,20414,39176,19427,19749,16419,8306,8113,10779,5385,5394,15196,7596,7600,9615,4574,5041,2546,1333,1213,2771,1448,1323,3327,1661,1666,3107,1593,1514,2533,1328,1205,2499,1306,1193,2669,1313,1356,2979,1452,1527,2632,1314,1318,3156,1558,1598,3830,1894,1936,4315,2199,2116,3895,1945,1950,3006,1495,1511,2673,1284,1389,1998,927,1071,1054,506,548,884,362,522,44.8,43.9,45.6
050,24,035,Maryland,Queen Anne's County,2,49983,24972,25011,2570,1347,1223,5419,2780,2639,2733,1389,1344,3585,1873,1712,40644,20175,20469,39261,19456,19805,16471,8326,8145,10832,5404,5428,15154,7580,7574,9690,4599,5091,2570,1347,1223,2776,1450,1326,3322,1670,1652,3105,1590,1515,2534,1332,1202,2490,1305,1185,2693,1313,1380,2988,1464,1524,2661,1322,1339,3118,1539,1579,3804,1878,1926,4326,2208,2118,3906,1955,1951,3048,1507,1541,2696,1300,1396,2004,926,1078,1069,509,560,873,357,516,44.7,43.8,45.6
050,24,035,Maryland,Queen Anne's County,3,50798,25367,25431,2647,1386,1261,5394,2779,2615,2743,1383,1360,3737,1942,1795,41385,20512,20873,40014,19819,20195,16914,8525,8389,11119,5544,5575,15123,7579,7544,10035,4754,5281,2647,1386,1261,2809,1452,1357,3270,1671,1599,3133,1602,1531,2662,1379,1283,2439,1277,1162,2839,1387,1452,3070,1520,1550,2771,1360,1411,2953,1482,1471,3789,1853,1936,4344,2216,2128,4037,2028,2009,3214,1580,1634,2732,1328,1404,2047,942,1105,1168,548,620,874,356,518,44.5,43.7,45.4
050,24,037,Maryland,St. Mary's County,1,113777,57225,56552,6993,3597,3396,14128,7258,6870,6337,3218,3119,10397,5227,5170,89431,44725,44706,86319,43152,43167,45751,23229,22522,30654,15632,15022,30176,15177,14999,15092,7116,7976,6993,3597,3396,7563,3834,3729,8202,4272,3930,7784,3880,3904,7313,3717,3596,7827,4113,3714,8158,4138,4020,7840,3988,3852,6829,3393,3436,6938,3442,3496,7886,3903,3983,8430,4295,4135,6922,3537,3385,5125,2489,2636,4004,1907,2097,2692,1277,1415,1745,810,935,1526,633,893,36.9,36.3,37.5
050,24,037,Maryland,St. Mary's County,2,113953,57339,56614,6965,3613,3352,14097,7248,6849,6374,3242,3132,10423,5240,5183,89637,44808,44829,86517,43236,43281,45956,23340,22616,30813,15719,15094,30100,15127,14973,15181,7150,8031,6965,3613,3352,7563,3845,3718,8188,4264,3924,7784,3887,3897,7359,3734,3625,7845,4126,3719,8174,4146,4028,7904,4012,3892,6890,3435,3455,6871,3408,3463,7831,3873,3958,8420,4286,4134,6978,3560,3418,5166,2508,2658,4037,1921,2116,2685,1268,1417,1749,815,934,1544,638,906,37.0,36.3,37.6
050,24,037,Maryland,St. Mary's County,3,114468,57506,56962,6847,3528,3319,13957,7133,6824,6502,3342,3160,10453,5245,5208,90329,45099,45230,87162,43503,43659,46603,23688,22915,31337,15990,15347,29720,14895,14825,15652,7373,8279,6847,3528,3319,7550,3838,3712,8096,4184,3912,7849,3968,3881,7417,3730,3687,7907,4139,3768,8298,4248,4050,8023,4018,4005,7109,3585,3524,6603,3285,3318,7637,3740,3897,8322,4215,4107,7158,3655,3503,5335,2599,2736,4196,1977,2219,2746,1292,1454,1807,852,955,1568,653,915,37.0,36.4,37.7
050,24,039,Maryland,Somerset County,1,24620,13319,11301,1101,561,540,2178,1105,1073,924,476,448,4131,2192,1939,20890,11416,9474,20417,11177,9240,10842,6316,4526,6013,3768,2245,6067,3276,2791,4206,1941,2265,1101,561,540,1237,629,608,1167,596,571,1956,963,993,2873,1585,1288,1651,1036,615,1468,928,540,1503,941,562,1391,863,528,1379,809,570,1388,770,618,1635,870,765,1665,827,838,1450,715,735,1078,526,552,740,361,379,469,193,276,469,146,323,37.9,36.9,39.4
050,24,039,Maryland,Somerset County,2,24567,13285,11282,1095,557,538,2162,1093,1069,922,476,446,4123,2187,1936,20856,11398,9458,20388,11159,9229,10817,6298,4519,6001,3755,2246,6050,3274,2776,4214,1943,2271,1095,557,538,1219,622,597,1172,591,581,1947,963,984,2869,1580,1289,1641,1029,612,1471,926,545,1497,936,561,1392,864,528,1371,811,560,1387,768,619,1624,861,763,1668,834,834,1455,712,743,1085,530,555,738,360,378,466,193,273,470,148,322,37.9,37.0,39.4
050,24,039,Maryland,Somerset County,3,24584,13351,11233,1087,569,518,2186,1127,1059,926,456,470,4121,2194,1927,20847,11433,9414,20385,11199,9186,10856,6331,4525,6043,3790,2253,5937,3241,2696,4284,1974,2310,1087,569,518,1237,646,591,1183,590,593,1943,955,988,2870,1586,1284,1650,1045,605,1488,934,554,1495,932,563,1410,879,531,1330,807,523,1390,765,625,1551,820,731,1666,849,817,1476,717,759,1142,565,577,733,350,383,463,192,271,470,150,320,37.8,37.0,39.3
050,24,041,Maryland,Talbot County,1,37526,17892,19634,1721,879,842,3516,1843,1673,1654,839,815,2256,1148,1108,31463,14754,16709,30635,14331,16304,10704,5308,5396,7212,3533,3679,10084,4681,5403,11083,4969,6114,1721,879,842,1835,948,887,2099,1107,992,1901,975,926,1591,800,791,1768,886,882,1856,881,975,1881,951,930,1707,815,892,2008,946,1062,2312,1092,1220,2835,1305,1530,2929,1338,1591,2986,1342,1644,2855,1312,1543,2358,1065,1293,1443,677,766,1441,573,868,50.9,49.0,52.9
050,24,041,Maryland,Talbot County,2,37456,17857,19599,1713,873,840,3495,1833,1662,1648,837,811,2252,1148,1104,31426,14732,16694,30600,14314,16286,10693,5307,5386,7208,3536,3672,10022,4650,5372,11118,4980,6138,1713,873,840,1824,944,880,2086,1103,983,1895,969,926,1590,802,788,1750,880,870,1865,886,979,1877,944,933,1716,826,890,1977,925,1052,2298,1090,1208,2822,1293,1529,2925,1342,1583,3004,1348,1656,2869,1313,1556,2355,1061,1294,1448,680,768,1442,578,864,51.0,49.0,52.9
050,24,041,Maryland,Talbot County,3,37626,17971,19655,1709,867,842,3447,1807,1640,1649,844,805,2350,1204,1146,31639,14857,16782,30821,14453,16368,10828,5369,5459,7250,3550,3700,9973,4645,5328,11248,5054,6194,1709,867,842,1787,934,853,2081,1102,979,1887,959,928,1691,860,831,1698,845,853,1937,926,1011,1852,915,937,1763,864,899,1862,857,1005,2282,1078,1204,2816,1288,1528,3013,1422,1591,3011,1350,1661,2942,1343,1599,2344,1062,1282,1496,698,798,1455,601,854,51.2,49.3,53.0
050,24,043,Maryland,Washington County,1,154705,79160,75545,8606,4429,4177,17188,8707,8481,8118,4167,3951,12442,6880,5562,124916,63976,60940,120793,61857,58936,57869,31290,26579,39285,21266,18019,42328,21692,20636,26738,12019,14719,8606,4429,4177,9296,4745,4551,9868,4985,4883,9458,4960,4498,9126,5064,4062,10029,5471,4558,9947,5318,4629,9847,5351,4496,9462,5126,4336,10169,5394,4775,10811,5565,5246,11289,5655,5634,10059,5078,4981,8509,4137,4372,6932,3238,3694,4807,2162,2645,3160,1311,1849,3330,1171,2159,40.6,39.3,42.1
050,24,043,Maryland,Washington County,2,154586,79084,75502,8571,4399,4172,17142,8681,8461,8143,4188,3955,12410,6857,5553,124860,63941,60919,120730,61816,58914,57869,31299,26570,39314,21289,18025,42195,21616,20579,26811,12054,14757,8571,4399,4172,9286,4753,4533,9854,4963,4891,9440,4960,4480,9115,5050,4065,10000,5468,4532,9964,5322,4642,9833,5344,4489,9517,5155,4362,10039,5328,4711,10799,5560,5239,11293,5649,5644,10064,5079,4985,8542,4158,4384,7001,3264,3737,4811,2162,2649,3160,1306,1854,3297,1164,2133,40.6,39.3,42.1
050,24,043,Maryland,Washington County,3,154937,79384,75553,8444,4336,4108,16917,8579,8338,8212,4261,3951,12556,6945,5611,125475,64338,61137,121364,62208,59156,58549,31735,26814,39843,21598,18245,41634,21313,20321,27331,12352,14979,8444,4336,4108,9217,4749,4468,9762,4899,4863,9479,5000,4479,9227,5137,4090,9952,5493,4459,10128,5400,4728,10040,5407,4633,9723,5298,4425,9494,5057,4437,10822,5579,5243,11080,5528,5552,10238,5149,5089,8690,4250,4440,7295,3413,3882,4875,2188,2687,3222,1330,1892,3249,1171,2078,40.6,39.3,42.2
050,24,045,Maryland,Wicomico County,1,103588,49341,54247,6288,3155,3133,11473,5848,5625,5167,2572,2595,15231,6999,8232,83315,39109,44206,80660,37766,42894,43163,20579,22584,24013,11612,12401,24657,11770,12887,16759,7385,9374,6288,3155,3133,6166,3110,3056,6555,3342,3213,9176,4320,4856,9974,4647,5327,6689,3246,3443,5802,2855,2947,5872,2809,3063,5650,2702,2948,5623,2682,2941,5998,2878,3120,6611,3157,3454,6425,3053,3372,5601,2586,3015,4554,2091,2463,3047,1373,1674,1782,718,1064,1775,617,1158,36.0,35.0,36.9
050,24,045,Maryland,Wicomico County,2,103473,49290,54183,6236,3144,3092,11459,5830,5629,5159,2572,2587,15233,7005,8228,83255,39073,44182,80619,37744,42875,43128,20568,22560,23998,11614,12384,24557,11717,12840,16831,7408,9423,6236,3144,3092,6180,3105,3075,6541,3348,3193,9144,4297,4847,9986,4657,5329,6638,3228,3410,5834,2859,2975,5849,2812,3037,5677,2715,2962,5569,2640,2929,5971,2878,3093,6601,3144,3457,6416,3055,3361,5637,2605,3032,4572,2092,2480,3069,1382,1687,1793,719,1074,1760,610,1150,36.0,35.0,37.0
050,24,045,Maryland,Wicomico County,3,103980,49394,54586,6311,3217,3094,11459,5788,5671,5192,2612,2580,15364,7030,8334,83607,39072,44535,81018,37777,43241,43405,20618,22787,24187,11672,12515,24319,11554,12765,17148,7521,9627,6311,3217,3094,6254,3126,3128,6543,3358,3185,9100,4267,4833,10118,4679,5439,6570,3215,3355,5995,2868,3127,5819,2808,3011,5803,2781,3022,5338,2477,2861,5969,2900,3069,6545,3131,3414,6467,3046,3421,5752,2645,3107,4725,2153,2572,3133,1386,1747,1834,751,1083,1704,586,1118,36.0,34.9,37.0
050,24,047,Maryland,Worcester County,1,52460,25620,26840,2153,1110,1043,4775,2483,2292,2180,1125,1055,3475,1765,1710,44433,21450,22983,43352,20902,22450,15673,7826,7847,10577,5239,5338,14755,7154,7601,14545,6744,7801,2153,1110,1043,2540,1316,1224,2794,1470,1324,2555,1308,1247,2541,1279,1262,2788,1394,1394,2656,1275,1381,2607,1323,1284,2526,1247,1279,2774,1384,1390,3399,1662,1737,4241,2033,2208,4341,2075,2266,4329,2076,2253,3969,1881,2088,2884,1325,1559,1866,864,1002,1497,598,899,50.4,49.1,51.7
050,24,047,Maryland,Worcester County,2,52445,25628,26817,2130,1100,1030,4773,2495,2278,2192,1130,1062,3456,1758,1698,44433,21452,22981,43350,20903,22447,15681,7834,7847,10597,5246,5351,14707,7118,7589,14590,6781,7809,2130,1100,1030,2540,1320,1220,2797,1475,1322,2546,1310,1236,2538,1278,1260,2779,1392,1387,2658,1275,1383,2623,1322,1301,2537,1257,1280,2741,1364,1377,3382,1654,1728,4229,2020,2209,4355,2080,2275,4362,2091,2271,3976,1897,2079,2890,1329,1561,1868,869,999,1494,595,899,50.5,49.1,51.8
050,24,047,Maryland,Worcester County,3,53132,26020,27112,2001,1043,958,4809,2513,2296,2276,1179,1097,3451,1755,1696,45160,21860,23300,44046,21285,22761,16106,8113,7993,10968,5479,5489,14666,7069,7597,14961,6982,7979,2001,1043,958,2519,1283,1236,2879,1530,1349,2550,1350,1200,2588,1284,1304,2818,1440,1378,2749,1349,1400,2760,1372,1388,2641,1318,1323,2673,1326,1347,3393,1652,1741,4173,1973,2200,4427,2118,2309,4492,2164,2328,4090,1974,2116,2945,1333,1612,1904,891,1013,1530,620,910,50.6,49.1,51.9
050,24,510,Maryland,Baltimore city,1,585708,275755,309953,35507,18088,17419,59505,30231,29274,24337,12295,12042,54152,25692,28460,478291,221148,257143,466359,215141,251218,259455,124380,135075,187240,89581,97659,140232,65169,75063,84735,34699,50036,35507,18088,17419,32884,16751,16133,32895,16668,16227,34181,16774,17407,38034,18025,20009,54541,26296,28245,55094,26478,28616,43340,20588,22752,34265,16219,18046,30935,14600,16335,34036,16193,17843,38194,17894,20300,37067,16482,20585,29858,13073,16785,22267,9544,12723,14053,5694,8359,9102,3417,5685,9455,2971,6484,36.0,34.8,37.3
050,24,510,Maryland,Baltimore city,2,583132,274452,308680,35196,17960,17236,59120,30038,29082,24382,12327,12055,53962,25579,28383,476382,220150,256232,464434,214127,250307,258490,123871,134619,186445,89166,97279,139154,64635,74519,84873,34747,50126,35196,17960,17236,32730,16690,16040,32689,16549,16140,34096,16742,17354,37949,17963,19986,53744,25904,27840,54911,26402,28509,43344,20586,22758,34446,16274,18172,30640,14452,16188,33723,16028,17695,37808,17713,20095,36983,16442,20541,29838,13044,16794,22543,9652,12891,14028,5672,8356,9108,3423,5685,9356,2956,6400,36.1,34.8,37.4
050,24,510,Maryland,Baltimore city,3,576498,270652,305846,34265,17513,16752,57980,29466,28514,24785,12578,12207,53449,25256,28193,471604,217225,254379,459468,211095,248373,256729,122692,134037,184997,88176,96821,134746,62405,72341,86276,35258,51018,34265,17513,16752,32282,16490,15792,32200,16294,15906,33983,16732,17251,37749,17784,19965,50955,24367,26588,54709,26295,28414,43896,20861,23035,35437,16653,18784,29349,13752,15597,32663,15463,17200,36022,16864,19158,36712,16326,20386,29866,12972,16894,23784,10151,13633,14110,5675,8435,9249,3486,5763,9267,2974,6293,36.3,35.0,37.5
